Comune;Provincia;Regione;Intervento;Lotto;Norma di riferimento;Tipo di dissesto;Posizione;Denominazione;Localit�;Ente attuatore;Comune primario;Importo finanziato;Nota importo finanziato;Importo lotto;Fase di attuazione;;;;;;;;;;;;;;;;
LUCERA;FOGGIA;Puglia;525/99;1;D.L.180/98;Frana;Georiferito;PALI PIANTATI, TRINCEE DRENANTI, APPESANTIMENTO DEL PIEDE, TERRAZZAMENTO, PIANTUMAZIONE INTENSIVA;OSPEDALE;Comune - LUCERA;LUCERA;5939254.34;;5939254.00;concluso;;;;;;;;;;;;;;;;
MONTELEONE DI PUGLIA;FOGGIA;Puglia;526/99;1;D.L.180/98;Frana;Georiferito;LAVORI DI CONSOLIDAMENTO IN LOCALIT;AIA DEL CARUSO - STRADA VICINALE SCAVUNARA;Comune - MONTELEONE DI PUGLIA;MONTELEONE DI PUGLIA;1032913.80;;413165.00;concluso;;;;;;;;;;;;;;;;
MONTELEONE DI PUGLIA;FOGGIA;Puglia;526/99;2;D.L.180/98;Frana;Georiferito;LAVORI DI DIFESA DEL SUOLO IN LOCALITA' AIA DEL CARUSO -  STRADA VICINALE VALLE MANCINI;AIA DEL  CARUSO - STRADA VICINALE VALLE MANCINI;Comune - MONTELEONE DI PUGLIA;MONTELEONE DI PUGLIA;0.00;vedi lotto 1;619748.28;concluso;;;;;;;;;;;;;;;;
MONTE SANT'ANGELO;FOGGIA;Puglia;009/B2;1;OM 3073/00;Incendio;Georiferito;Rimboschimenti, interventi di stabilizzazione versanti con tecniche di ingegneria naturalistica.;Manganera;Altro - Parco Nazionale del Gargano;MONTE SANTrANGELO;320203.28;;308972.58;concluso;;;;;;;;;;;;;;;;
MOTTA MONTECORVINO;FOGGIA;Puglia;262/08;1;D.L.180/98;Frana;Georiferito;Consolidamento e messa in sicurezza del versante collinare;Centro abitato  - localit  Serrone ? via delle Serre;Comune - MOTTA MONTECORVINO;MOTTA MONTECORVINO;950000.00;;950000.00;concluso;;;;;;;;;;;;;;;;
MOTTA MONTECORVINO;FOGGIA;Puglia;527/99;1;D.L.180/98;Frana;Georiferito;SOTTOFONDAZIONE DEI FABBRICATI DANNEGGIATI, DRENAGGI PROFONDI PER UN COSTANTE GRADO DI UMIDITV NEL T;SERRONE;Comune - MOTTA MONTECORVINO;MOTTA MONTECORVINO;1291142.25;;1291142.00;concluso;;;;;;;;;;;;;;;;
MOTTA MONTECORVINO;FOGGIA;Puglia;629/99;1;D.L.180/98;Frana;Georiferito;Sottofondazione fabbricati danneggiati - drenaggi profondi;Serrone;Comune - MOTTA MONTECORVINO;MOTTA MONTECORVINO;1342787.94;;1342787.00;concluso;;;;;;;;;;;;;;;;
MOTTA MONTECORVINO;FOGGIA;Puglia;FG036A/10;1;AP 2010-11;Frana;Georiferito;Interventi di consolidamento del centro urbano t Localite Marseglia-Interventi di sistemazione diffusa di aree in dissesto e di difesa della pericolosit;Marseglia;Commissario Straordinario - attuazione interventi Regione Puglia;MOTTA MONTECORVINO;1430000.00;;1430000.00;in esecuzione;;;;;;;;;;;;;;;;
MOTTA MONTECORVINO;FOGGIA;Puglia;FG074A/10;1;AP 2010-11;Frana;Georiferito;Concolidamento dissesto idrogeologico  Versante  Pozzo Boviere;Pozzo Boviere;Commissario Straordinario - attuazione interventi Regione Puglia;MOTTA MONTECORVINO;3080000.00;;3080000.00;in esecuzione;;;;;;;;;;;;;;;;
ORSARA DI PUGLIA;FOGGIA;Puglia;528/99;1;D.L.180/98;Frana;Georiferito;"Progetto per i lavori di consolidamento dei dissesti idrogeologici nella zona ""Grotti"" ( (Canale Grotti) -1. intervento)";"Zona ""Grotti"" - Torrente Grotti sottostante la chiesa e la Grotta di S. Michele";Comune - ORSARA DI PUGLIA;ORSARA DI PUGLIA;1032913.80;;516456.90;concluso;;;;;;;;;;;;;;;;
ORSARA DI PUGLIA;FOGGIA;Puglia;528/99;2;D.L.180/98;Frana;Georiferito;"Progetto per i lavori di consolidamento dei dissesti idrogeologici nella zona ""Grotti"" (Sottofondazioni edifici e consolidamento del pendio) - 2i intervento";Zona Grotta di S. Michele;Comune - ORSARA DI PUGLIA;ORSARA DI PUGLIA;0.00;vedi lotto 1;516456.90;concluso;;;;;;;;;;;;;;;;
ORSARA DI PUGLIA;FOGGIA;Puglia;FG075A/10;1;AP 2010-11;Frana;Georiferito;Sicurezza oZona 167i              2o stralcio;Zona 167;Commissario Straordinario - attuazione interventi Regione Puglia;ORSARA DI PUGLIA;700000.00;;700000.00;in esecuzione;;;;;;;;;;;;;;;;
ORTA NOVA;FOGGIA;Puglia;FG037A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto per la sistemazione idrogeologica in sicurezza udraulica delltabitato di Orta Nova;Periferia paese;Commissario Straordinario - attuazione interventi Regione Puglia;ORTA NOVA;3420000.00;;3420000.00;in esecuzione;;;;;;;;;;;;;;;;
PANNI;FOGGIA;Puglia;241/07;1;D.L.180/98;Non definito;Georiferito;Parete in c.a. e drenaggi, opere urbanistiche.;Via Bervellino e Via XX Settembre;Comune - PANNI;PANNI;584000.00;;584000.00;concluso;;;;;;;;;;;;;;;;
PANNI;FOGGIA;Puglia;529/99;1;D.L.180/98;Frana;Georiferito;"Lavori di consolidamento area ""Padre Segneri"" (progetto eseutivo 1r lotto)";VIA PADRE SEGNARI;Comune - PANNI;PANNI;774685.35;;464811.21;concluso;;;;;;;;;;;;;;;;
PANNI;FOGGIA;Puglia;529/99;2;D.L.180/98;Frana;Georiferito;"Lavori di consolidamento strada ""Panni - Stazione di Orsara"" (2o lotto)";Strada Panni - Stazione di Orsara;Comune - PANNI;PANNI;0.00;vedi lotto 1;309874.74;concluso;;;;;;;;;;;;;;;;
PANNI;FOGGIA;Puglia;530/99;1;D.L.180/98;Frana;Georiferito;RACCOLTA E ALLONTANAMENTO ACQUE SUPERFICIALI, TRINCEE DRENANTI, GABBIONATURE, PIANTUMAZIONE INTENSIVA;GIARDINO - LAGO PESCARA;Comune - PANNI;PANNI;516456.90;;516456.00;concluso;;;;;;;;;;;;;;;;
PANNI;FOGGIA;Puglia;FG004A/10;1;AP 2010-11;Misto;Georiferito;Intervento di completamento del consolidamento dissesto idrogeologico ed idraulico area centro abitato tra Via Gramsci - piazzola di stoccaggio, SP 138 Limitoni;Centro Abitato - Via Gramsci - piazzola di stoccaggio, SP 138 Limitoni;Commissario Straordinario - attuazione interventi Regione Puglia;PANNI;1500000.00;;1500000.00;concluso;;;;;;;;;;;;;;;;
PESCHICI;FOGGIA;Puglia;FG038A/10;1;AP 2010-11;Alluvione;Georiferito;Messa in sicurezza idraulica t Canale Kalena;"""Padula"" - ""Kalena"" - Vigilante"" - ""Martinetti"" - Citrigno"" - ""Chianara"".";Commissario Straordinario - attuazione interventi Regione Puglia;PESCHICI;2500000.00;;2500000.00;in esecuzione;;;;;;;;;;;;;;;;
PESCHICI;FOGGIA;Puglia;FG060A/10;1;AP 2010-11;Alluvione;Georiferito;Messa in sicurezza idraulica ? Strada Santa Lucia - Manaccora;"""Manaccora"" - ""La Bufalara"" - ""Canale della Crapanese"".";Commissario Straordinario - attuazione interventi Regione Puglia;PESCHICI;2500000.00;;2500000.00;in esecuzione;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;185/02;1;D.L.180/98;Frana;Georiferito;Consolidamento;Centro Abitato;Comune - PIETRAMONTECORVINO;PIETRAMONTECORVINO;1200000.00;;1200000.00;concluso;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;531/99;1;D.L.180/98;Frana;Georiferito;Riassetto organizzativo e funzionale per la difesa del suolo nel territorio comunale - 1n intervento (cosr modif. da DM 234/2014);Centro Urbano (cosa modif. da DM 234/2014);Comune - PIETRAMONTECORVINO;PIETRAMONTECORVINO;1549370.70;;1549370.70;concluso;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;532/99;1;D.L.180/98;Frana;Georiferito;(definanziato da DM 234/2014) AMMODELLAMENTO VERSANTE, INTERVENTO DI SISTEMAZIONE TORRENTE, GABBIONATE DI SOSTEGNO, PIANTUMAZIONE;TRIOLO;Comune - PIETRAMONTECORVINO;PIETRAMONTECORVINO;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;627/99;1;D.L.180/98;Frana;Georiferito;Modellamento versante, sistemazione torrente, gabbionatura di sostegno, piantumazione.;Triolo;Comune - PIETRAMONTECORVINO;PIETRAMONTECORVINO;1446079.32;;1446079.32;concluso;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;FG023A/10;1;AP 2010-11;Frana;Georiferito;Completamento delle opere di consolidamento e sistemazione idraulica del centro urbano;Centro Urbano - Foglio 163 IV S.E.;Commissario Straordinario - attuazione interventi Regione Puglia;PIETRAMONTECORVINO;2900000.00;;2900000.00;concluso;;;;;;;;;;;;;;;;
PIETRAMONTECORVINO;FOGGIA;Puglia;FG062A/10;1;AP 2010-11;Frana;Georiferito;Messa in sicurezza del versante collinare San Pardo - II Lotto funzionale;Versante collinare San Pardo;Commissario Straordinario - attuazione interventi Regione Puglia;PIETRAMONTECORVINO;2800000.00;;2800000.00;in esecuzione;;;;;;;;;;;;;;;;
RIGNANO GARGANICO;FOGGIA;Puglia;FG077A/10;1;AP 2010-11;Alluvione;Georiferito;Opere per la mitigazione del rischio idraulico nella aree del comune di Rignano Garganico individuate ad alta pericolosit  idraulica dalla Autorito di Bacino della Puglia;confluenza torrente Triolo-Candelaro;Commissario Straordinario - attuazione interventi Regione Puglia;RIGNANO GARGANICO;4570000.00;;4570000.00;in esecuzione;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;061/98;1;D.L.180/98;Frana;Georiferito;Consolidamento frana Brela e Cantina Piccola in comune di Rocchetta S. Antonio (FG).;Brela e Cantina Piccola;Comune - ROCCHETTA SANTANTONIO;ROCCHETTA SANTANTONIO;619748.28;;619748.00;concluso;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;242/07;1;D.L.180/98;Frana;Georiferito;Muri, micropali, microdreni, opere urbanistiche.;Cantine Piccolo;Comune - ROCCHETTA SANTANTONIO;ROCCHETTA SANTANTONIO;215620.00;;215620.00;concluso;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;533/99;1;D.L.180/98;Frana;Georiferito;Lavori di consolidamento idrogeologico e bonifica strada di circonvallazione e collegamento alla nuova sede comunale;CIRC. EX CANTINE -  Strada di circonvallazione e collegamento alla nuova sede comunale;Comune - ROCCHETTA SANTANTONIO;ROCCHETTA SANTANTONIO;592337.33;;309874.14;concluso;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;533/99;2;D.L.180/98;Frana;Georiferito;Lavori di consolidamento del centro abitato - zona circonvallazione (2v lotto);"Centro Urbano - Circonvallazione ""ex Cantine - strada per Lacedonia""";Comune - ROCCHETTA SANTANTONIO;ROCCHETTA SANTANTONIO;0.00;vedi lotto 1;282463.19;concluso;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;FG039A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento e recupero di aree comunali con interventi di ingegneria naturalistica in Via Lacedonia e Via Pioppi;Via Lacedonia e Via Pioppi;Commissario Straordinario - attuazione interventi Regione Puglia;ROCCHETTA SANTANTONIO;870000.00;;870000.00;in esecuzione;;;;;;;;;;;;;;;;
ROCCHETTA SANT'ANTONIO;FOGGIA;Puglia;FG078A/10;1;AP 2010-11;Frana;Georiferito;Dissesto Idrogeol. Loc. oSorgialloi;Loc. sSorgialloo (Area Urbana Vallone Piscioli);Commissario Straordinario - attuazione interventi Regione Puglia;ROCCHETTA SANTANTONIO;1300000.00;;1300000.00;concluso;;;;;;;;;;;;;;;;
RODI GARGANICO;FOGGIA;Puglia;534/99;1;D.L.180/98;Frana;Georiferito;TERRAZZAMENTO VERSANTE, PALI DI SOSTEGNO PER LA PENDICE E A PROTEZIONE DELLA FERROVIA, DRENI;CAMBOMILLA;Comune - RODI GARGANICO;RODI GARGANICO;826331.04;;826331.04;concluso;;;;;;;;;;;;;;;;
ROSETO VALFORTORE;FOGGIA;Puglia;232/07;1;D.L.180/98;Frana;Georiferito;Muri su pali, gabbionate, drenaggi, bioingegneria, ripristino opere stradali.;Vallone Cupo - Bosco Vetruscelli;Comune - ROSETO VALFORTORE;ROSETO VALFORTORE;552600.00;;552600.00;concluso;;;;;;;;;;;;;;;;
ROSETO VALFORTORE;FOGGIA;Puglia;535/99;1;D.L.180/98;Frana;Georiferito;PALIFICATA DI SOSTEGNO SUL BORDO ESTERNO DELLA SEDE STRADALE, EVENTUALI DRENI PROFONDI;VIA MONS. FARACE;Comune - ROSETO VALFORTORE;ROSETO VALFORTORE;516456.90;;516456.90;concluso;;;;;;;;;;;;;;;;
ROSETO VALFORTORE;FOGGIA;Puglia;FG044A/10;1;AP 2010-11;Frana;Georiferito;Completamento consolidamento centro abitato - loc. Vadangillo;Vadangillo - via Le Coste - via dei Poeti;Commissario Straordinario - attuazione interventi Regione Puglia;ROSETO VALFORTORE;1200000.00;;1200000.00;concluso;;;;;;;;;;;;;;;;
ROSETO VALFORTORE;FOGGIA;Puglia;FG085A/10;1;AP 2010-11;Frana;Centroide;Lavori di conslidamento e messa in sicurezza del centro abitato fra via Faeto e via dei Pittori;centro urbano via Faeto - via dei Pittori;Commissario Straordinario - attuazione interventi Regione Puglia;ROSETO VALFORTORE;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
SAN MARCO IN LAMIS;FOGGIA;Puglia;227/07;1;D.L.180/98;Alluvione;Georiferito;Ispezione, manutenzione, pulizia e adeguamento strutturale canale tombato;Canale tombato sottostante il centro abitato;Comune - SAN MARCO IN LAMIS;SAN MARCO IN LAMIS;336000.00;;336000.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO IN LAMIS;FOGGIA;Puglia;FG040A/10;1;AP 2010-11;Alluvione;Georiferito;"Opere per la mitigazione del rischio idraulico nel territorio del Comune di San Marco in Lamis nella zona compresa tra il cimitero ed i valloni ""coppa Casarinelli"" e "" Schiavonesche""";cimitero - V.ni Coppa Casarinelli, Schiavonesche;Commissario Straordinario - attuazione interventi Regione Puglia;SAN MARCO IN LAMIS;1800000.00;;1800000.00;in esecuzione;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;062/98;1;D.L.180/98;Frana;Georiferito;Consolidamento frana Piscioli comune di S. Marco La Catola (FG).;Piscioli;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;154937.07;;154937.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;183/02;1;D.L.180/98;Frana;Georiferito;Consolidamento cavito sotterranee;Centro abitato - cavits sotterranee;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;2614000.00;;2614000.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;183/02;2;D.L.180/98;Frana;Georiferito;Consolidamento cavitA sotterranee - centro abitato - utilizzo economie da ribasso d'asta;Centro abitato di San Marco La Catola;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;0.00;vedi lotto 1;251229.02;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;244/07;1;D.L.180/98;Frana;Georiferito;Palificata, dreni suborizzontali, riprofilature, bioingegneria, ripristino campo da gioco e impianto di illuminazione.;Rione Giardino e localitz limitrofe;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;1200000.00;;1200000.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;264/08;1;D.L.180/98;Misto;Georiferito;Consolidamenti attraverso n. 10 interventi: palificate, tiranti, qualche sistemazione idraulica e ingegneria naturalistica, sistemazione strade. Bulloni e reti.;centro urbano e aree limitrofe;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;523200.00;;523200.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;537/99;1;D.L.180/98;Frana;Georiferito;DRENAGGIO ACQUE SOTTERRANEE, GABBIONATE DI SOSTEGNO PER LE SEDI STRADALI E PER LE ABITAZIONI;POZZILLO;Comune - SAN MARCO LA CATOLA;SAN MARCO LA CATOLA;774685.35;;774685.35;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;FG026A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento in centro abitato via Marconi e Cso Umberto;Centro Urbano Via Marconi e C.so Umberto;Commissario Straordinario - attuazione interventi Regione Puglia;SAN MARCO LA CATOLA;1430000.00;;1430000.00;concluso;;;;;;;;;;;;;;;;
SAN MARCO LA CATOLA;FOGGIA;Puglia;FG086A/10;1;AP 2010-11;Frana;Centroide;Consolidamento centro abitato in localitn terapeutica;Mulino a Fuoco Loc. Brecciolosa;Commissario Straordinario - attuazione interventi Regione Puglia;SAN MARCO LA CATOLA;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
SAN PAOLO DI CIVITATE;FOGGIA;Puglia;FG066A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori sistemazione alveo Torrente Radicosa per mitigazione rischio idraulico;Torrente Radicosa;Commissario Straordinario - attuazione interventi Regione Puglia;SAN PAOLO DI CIVITATE;1500000.00;;1500000.00;in esecuzione;;;;;;;;;;;;;;;;
SAN PAOLO DI CIVITATE;FOGGIA;Puglia;FG079A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori sistemazione alveo Torrente Staina per mitigazione rischio idraulico;Torrente Staina;Commissario Straordinario - attuazione interventi Regione Puglia;SAN PAOLO DI CIVITATE;1270000.00;;1270000.00;concluso;;;;;;;;;;;;;;;;
SANT'AGATA DI PUGLIA;FOGGIA;Puglia;243/07;1;D.L.180/98;Frana;Georiferito;Palificata, percorso pedonale, pubblica illuminazione, tavoli picnic, rivestimenti in pietra, fogna bianca.;Area a valle della Chiesa di S. Nicola - Viale S. Rocco;Comune - SANTdAGATA DI PUGLIA;SANTnAGATA DI PUGLIA;700000.00;;700000.00;concluso;;;;;;;;;;;;;;;;
SANT'AGATA DI PUGLIA;FOGGIA;Puglia;536/99;1;D.L.180/98;Frana;Georiferito;Consolidamento frana in centro abitato Via V. emanuele - V.le XXIV Maggio - 1F stralcio;C.SO VITT. EMANUELE - V.LE XXIV MAGGIO;Comune - SANTAAGATA DI PUGLIA;SANTnAGATA DI PUGLIA;671393.97;;154937.07;concluso;;;;;;;;;;;;;;;;
SANT'AGATA DI PUGLIA;FOGGIA;Puglia;536/99;2;D.L.180/98;Frana;Georiferito;Consolidamento frana in centro abitato versante di viale San Rocco - 2g lotto;Centro abitato Versante di Viale San Rocco;Comune - SANToAGATA DI PUGLIA;SANTnAGATA DI PUGLIA;0.00;vedi lotto 1;516456.90;concluso;;;;;;;;;;;;;;;;
SANT'AGATA DI PUGLIA;FOGGIA;Puglia;FG052A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento versante Via Pagano Gizzoli - Via Della Libertl;Via Pagano Gizzoli - Via Della Libertz;Commissario Straordinario - attuazione interventi Regione Puglia;SANTiAGATA DI PUGLIA;1650000.00;;1650000.00;in esecuzione;;;;;;;;;;;;;;;;
SERRACAPRIOLA;FOGGIA;Puglia;538/99;1;D.L.180/98;Frana;Georiferito;BRIGLIE SU PALI PER STABILIZZARE IL PROFILO LONGITUDINALE , OPERE DI RACCOLTA E ALLONTANAMENTO DELLE ACQCUE PIOVANE;VALLONE DON CICCIO;Comune - SERRACAPRIOLA;SERRACAPRIOLA;413165.52;;413165.52;concluso;;;;;;;;;;;;;;;;
SERRACAPRIOLA;FOGGIA;Puglia;FG030A/10;1;AP 2010-11;Alluvione;Georiferito;Progetto generale di I stralcio (z15.000.000) e Interventi prioritari di mitigazione del rischio idraulico e idrogeologico  del fiume Fortore, I stralcio (vedi nota). (comuni di: Carlantino - Celenza v.re - Casalnuovo Mon..... segue (vedi testo accordo);Fiume Fortore;Commissario Straordinario - attuazione interventi Regione Puglia;CARLANTINO;5000000.00;;5000000.00;in esecuzione;;;;;;;;;;;;;;;;
SERRACAPRIOLA;FOGGIA;Puglia;FG041A/10;1;AP 2010-11;Frana;Georiferito;Interventi di prevenzione del rischio idrogeologico del centro urbano n Completamento Vallone Don Ciccio;Vallone Don Ciccio;Commissario Straordinario - attuazione interventi Regione Puglia;SERRACAPRIOLA;750000.00;;750000.00;in esecuzione;;;;;;;;;;;;;;;;
SERRACAPRIOLA;FOGGIA;Puglia;FG061A/10;1;AP 2010-11;Frana;Georiferito;Interventi di prevenzione del rischio idrogeologico del centro urbano L Localita Greppa Petronio;Greppa Petronio;Commissario Straordinario - attuazione interventi Regione Puglia;SERRACAPRIOLA;540000.00;;540000.00;concluso;;;;;;;;;;;;;;;;
TORREMAGGIORE;FOGGIA;Puglia;265/08;1;D.L.180/98;Alluvione;Georiferito;Manutenzione straordinaria mediante ripulitura e opere di  ingegneria naturalistica;Torrente Radicosa;Comune - SAN PAOLO DI CIVITATE;SAN PAOLO DI CIVITATE;450000.00;;450000.00;concluso;;;;;;;;;;;;;;;;
TORREMAGGIORE;FOGGIA;Puglia;539/99;1;D.L.180/98;Frana;Georiferito;DRENI ACQUE METEORICHE, TERRAZZAMENTO DEI TERRENI DI RIPORTO QUI ACCUMULATI, PIANTUMAZIONE;ARENA CAVATA;Comune - TORREMAGGIORE;TORREMAGGIORE;361519.83;;361519.00;concluso;;;;;;;;;;;;;;;;
TROIA;FOGGIA;Puglia;540/99;1;D.L.180/98;Frana;Georiferito;DRENAGGIO SUPERFICIALE ACQUE, MODELLAMENTO DEL VERSANTE PIANTUMAZIONE INTENSIVA;CISTERNONE;Comune - TROIA;TROIA;154937.07;;154937.07;concluso;;;;;;;;;;;;;;;;
TROIA;FOGGIA;Puglia;FG024A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento centro abitato Via Verdi - Via San Girolamo;Centro urbano;Commissario Straordinario - attuazione interventi Regione Puglia;TROIA;2500000.00;;2500000.00;in esecuzione;;;;;;;;;;;;;;;;
TROIA;FOGGIA;Puglia;FG063A/10;1;AP 2010-11;Frana;Georiferito;Consolidamento centro abitato ex Macello - Via Giardinetto;Centro urbano;Commissario Straordinario - attuazione interventi Regione Puglia;TROIA;3000000.00;;3000000.00;concluso;;;;;;;;;;;;;;;;
TROIA;FOGGIA;Puglia;FG090A/10;1;AP 2010-11;Non definito;Centroide;Lavori di consolidamento centro abitato loc. S. Cireo.;S. Cireo;Commissario Straordinario - attuazione interventi Regione Puglia;TROIA;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
VICO DEL GARGANO;FOGGIA;Puglia;FG043A/10;1;AP 2010-11;Costiero;Georiferito;Opere di completamento dei lavori di consolidamento e messa in sicurezza dei tratti di costa interessati dai dissesti in Localito Postiglione in S. Menaio;Postiglione in S. Menaio;Commissario Straordinario - attuazione interventi Regione Puglia;VICO DEL GARGANO;850000.00;;850000.00;in esecuzione;;;;;;;;;;;;;;;;
VICO DEL GARGANO;FOGGIA;Puglia;FG081A/10;1;AP 2010-11;Alluvione;Georiferito;Lavori di sistemazione e la regimentazione del Torrente Valle del MELAINO;Torrente Valle del MELAINO -15621X 1 (Vico del Gargano);Commissario Straordinario - attuazione interventi Regione Puglia;VICO DEL GARGANO;4220000.00;;4220000.00;in esecuzione;;;;;;;;;;;;;;;;
VIESTE;FOGGIA;Puglia;008/B1;1;OM 3073/00;Incendio;Georiferito;Bonifica delle aree percorse da incendio e ricostituzione della copertura vegetale sulle aree di frana.Sistemazione e consolidamento delle pendici denudate con tecniche di ingegneria naturalistica. Sistemazione idraulica dei fossi e realizzazione di can;Pozzillo Perazzetta;Comune - VIESTE;VIESTE;748862.50;;1172856.00;concluso;;;;;;;;;;;;;;;;
VIESTE;FOGGIA;Puglia;266/08;1;D.L.180/98;Alluvione;Georiferito;Mitigazione rischio idraulico attraverso: Vasca di laminazione e collettori idraulici.;Pantanello;Comune - VIESTE;VIESTE;500000.00;;500000.00;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;194/02;1;D.L.180/98;Frana;Georiferito;Consolidamento;Centro - cimitero;Comune - VOLTURARA APPULA;VOLTURARA APPULA;516000.00;;516000.00;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;194/02;2;D.L.180/98;Frana;Georiferito;Consolidamento centro - cimitero - Utilizzo economie da ribasso d'asta;periferia nord abitato - cimitero;Comune - VOLTURARA APPULA;VOLTURARA APPULA;0.00;vedi lotto 1;80146.72;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;233/07;1;D.L.180/98;Frana;Georiferito;Palificate tirantate, muri, dreni sub orizzontali, bioingegneria.;Tufi;Comune - VOLTURARA APPULA;VOLTURARA APPULA;1600000.00;;1600000.00;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;330/09;1;D.L.180/98;Frana;Georiferito;Consolidamento frana in localiti S. Antonio;S. Antonio;Comune - VOLTURARA APPULA;VOLTURARA APPULA;2000000.00;;2000000.00;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;541/99;1;D.L.180/98;Frana;Georiferito;CONSOLIDAMENTO PENDICE CON PALI A SOSTEGNO DEI MANUFATTI, TERRAZZAMENTO, DRENI E RIMBOSCHIMENTO;ABITATO NORD;Comune - VOLTURARA APPULA;VOLTURARA APPULA;1032913.80;;1032913.80;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;FG005A/10;1;AP 2010-11;Frana;Georiferito;Completamento lavori di consolidamento nel centro abitato in loc. Sant antonio;Centro abitato S. Antonio;Commissario Straordinario - attuazione interventi Regione Puglia;VOLTURARA APPULA;1440000.00;;1440000.00;in esecuzione;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;FG064A/10;1;AP 2010-11;Frana;Georiferito;Lavori di sistemazione dei dissesti idrogeologici interessanti la strada Comunale Amborchia;Amborchia;Commissario Straordinario - attuazione interventi Regione Puglia;VOLTURARA APPULA;600000.00;;600000.00;concluso;;;;;;;;;;;;;;;;
VOLTURARA APPULA;FOGGIA;Puglia;FG093A/10;1;AP 2010-11;Frana;Georiferito;Opere finalizzate a fronteggiare il fenomeno gravitativo in atto in localits Migliare e Masseria San Gregorio;Migliare e Masseria San Gregorio;Commissario Straordinario - attuazione interventi Regione Puglia;VOLTURARA APPULA;1500000.00;;1500000.00;in esecuzione;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;234/07;1;D.L.180/98;Frana;Georiferito;Paratie di pali, bioingegneria, gabbionate, reti paramassi, pista di servizio.;Fontana a Monte;Comune - VOLTURINO;VOLTURINO;800000.00;;800000.00;concluso;;;;;;;;;;;;;;;;
VOLTURINO;FOGGIA;Puglia;331/09;1;D.L.180/98;Non definito;Georiferito;Sistemazione e risanamento zona Dietro le Mura - Via nuova di sotto;Lame- S. Chirico-Pozzo del Bosco;Comune - VOLTURINO;VOLTURINO;551000.00;;551000.00;concluso;;;;;;;;;;;;;;;;
