SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
7;D920;9352;10714;20066;10391;10897;21288;740;8h-9h;944;17h-18h;942;8h-9h;795;18h-19h;Antony;Province;Antony;Bagneux;ANTONY;20066 (17);TOURNANT;ANNUELLE;2017;NOVEMBRE;Plots;1942.3975520334523;"{""type"": ""LineString"", ""coordinates"": [[2.305029433974679, 48.753438217199125], [2.304744465103445, 48.75264717842726], [2.30469020920802, 48.75245841062755], [2.304514164984426, 48.75138876473673], [2.304487213987888, 48.751011251718], [2.304460173474706, 48.75077755089445], [2.304313639269163, 48.74967095550532], [2.304080674525129, 48.748780950815124], [2.303986024772304, 48.7482607144317], [2.303958936788116, 48.74810790669551], [2.303904773949069, 48.747784314222656], [2.303850549042109, 48.747559592869216], [2.303823451904629, 48.7474247620822], [2.303742153690676, 48.74702925590356], [2.303701505063995, 48.74683150278696], [2.303687987050372, 48.74671465223226], [2.303566032139644, 48.746139369737776], [2.303471181526599, 48.74568992994319], [2.303349271058761, 48.745051728151054], [2.303295068141994, 48.74480004143943], [2.303132496280923, 48.74400003911991], [2.303105413193308, 48.74384723111924], [2.303037645764751, 48.74355958690725], [2.302861530764419, 48.74269666169814], [2.302712490853256, 48.74200452037008], [2.3026311567485562, 48.74168990651582], [2.302576991106, 48.741393277353566], [2.302449165632279, 48.74082466848493], [2.302386118810758, 48.7405356647528], [2.302333293122779, 48.740000020247884], [2.302048840783167, 48.73860674925931], [2.302021751967987, 48.73847191702363], [2.302008252077976, 48.738337088279444], [2.301723744549006, 48.73705167466706], [2.301588336074154, 48.73634155713046], [2.3015341218068652, 48.73613480874158]]}";48.744794366, 2.30327434376
9;D906;16285;15550;31835;16843;16110;32953;1025;9h-10h;994;18h-19h;1054;7h-8h;979;18h-19h;Malakoff;Clamart;Malakoff;Paris;MONTROUGE;31835 (11);TOURNANT;TRIENNALE;2011;SEPTEMBRE;TUBES;1516.4664814798523;"{""type"": ""LineString"", ""coordinates"": [[2.314161183946999, 48.8223150511469], [2.313902658807081, 48.82211727284935], [2.313113459029686, 48.82157785827146], [2.312528384821169, 48.821155319399516], [2.312256260940097, 48.820957534219], [2.31201136493186, 48.82075076684538], [2.311766457585809, 48.82057096195503], [2.311126985071507, 48.82010346576038], [2.310814049932596, 48.819887693041785], [2.310269862375268, 48.81942920074444], [2.310133809312743, 48.81933030509235], [2.309848099347189, 48.819123524561846], [2.309684839771212, 48.81899765930819], [2.308773304038753, 48.8183413459221], [2.308705277656822, 48.81829639165869], [2.308501204751406, 48.8181525397567], [2.307889005768404, 48.8176940197266], [2.307113566628946, 48.81711861545674], [2.306963921727719, 48.81701072516034], [2.305848396255613, 48.8162105342761], [2.30527701791059, 48.81584188730076], [2.305059342859769, 48.81571600207849], [2.304991339021392, 48.81564408167106], [2.304556021455735, 48.81534736984686], [2.304392782592143, 48.815230485002374], [2.304297556290527, 48.81516754482567], [2.303889472324976, 48.81486184983943], [2.303617389839307, 48.8146999959476], [2.30293726581503, 48.814187503135884], [2.301726801818091, 48.813090647630936], [2.301686067258606, 48.81295581915777], [2.301577284096034, 48.81282995913191], [2.300774951325312, 48.811993856840935]]}";48.8172923902, 2.30733588231
11;D906;12430;13448;25878;13681;15032;28713;1260;8h-9h;971;18h-19h;1299;8h-9h;1257;18h-19h;Châtillon;Clamart;Châtillon;Paris;CHATILLON;25878 (06);TOURNANT;TRIENNALE;2006;SEPTEMBRE;TUBES;507.6422711548483;"{""type"": ""LineString"", ""coordinates"": [[2.288616407238305, 48.80396342861996], [2.288453215338266, 48.803873484038576], [2.288358020145095, 48.8038195185507], [2.286236732115082, 48.80247944416055], [2.285094535655476, 48.801768911478966], [2.28495856773554, 48.80167897290374], [2.284849792646286, 48.80160702299936], [2.284605042801727, 48.80145412198939], [2.284237933555126, 48.80121128750105], [2.283802836104702, 48.8009324698237], [2.283612477051746, 48.80081554304285]]}";48.8023989651, 2.28610863553
24;D910;49884;47315;97199;9530;11935;21465;702;9h-10h;757;19h-20h;1208;9h-10h;885;18h-19h;Sèvres;Chaville;Sèvres;Boulogne-Billancourt;BOULOGNE-BILLANCOURT;97199 (12);TOURNANT;ANNUELLE;2013;SEPTEMBRE;TUBES;318.88566117562266;"{""type"": ""LineString"", ""coordinates"": [[2.225037047506981, 48.827911134529444], [2.228971094674197, 48.82912663182121]]}";48.8285188832, 2.22700407109
29;D907;8645;11566;20210;8666;12207;20873;394;9h-10h;496;19h-20h;742;10h-11h;792;18h-19h;Saint-Cloud;Garches;Saint-Cloud;Boulogne-Billancourt;SAINT-CLOUD;20210 (14);SITER;ANNUELLE;2014;365J;BOUCLES;2144.86302066452;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.221414964786233, 48.841811894527666], [2.221023899964379, 48.84154271856358], [2.220739164573589, 48.84130275756438], [2.220662077305762, 48.840994530692285], [2.220870801170272, 48.840464042057185], [2.221364050630313, 48.840259109947056], [2.221830607788306, 48.84037941588972], [2.221984400764544, 48.84116706242586], [2.22216571400181, 48.841269960957206], [2.222501909436602, 48.841388071084296], [2.221970697257737, 48.84146844800298], [2.221861646747078, 48.841522268224004], [2.221766174740658, 48.84159407723622], [2.221466356083715, 48.841710625179175], [2.221414964786233, 48.841811894527666]], [[2.221414964786233, 48.841811894527666], [2.221370622195939, 48.841899272591505], [2.221343089324925, 48.84203405932034], [2.221000992353007, 48.842788684573925], [2.220522052327371, 48.84383976498232], [2.2204947180013432, 48.84388467568965], [2.220343296308039, 48.84461252158849], [2.220219328152657, 48.84524152988044], [2.220191647823089, 48.845439229129006], [2.2201226113577492, 48.84586157733115], [2.220081415007363, 48.84601432547211], [2.219577610848805, 48.845995855793966], [2.219060229464346, 48.845959394715514], [2.218828775625985, 48.84594119045441], [2.21817528378214, 48.845877628980126], [2.2179848052578772, 48.84580553834903], [2.217848816508023, 48.84572451420888], [2.217699666342407, 48.84544575083565], [2.2175777505872682, 48.84516701423359], [2.217496605983758, 48.84492426885826], [2.217469744370341, 48.84476246528469], [2.217456252246425, 48.844708525961444], [2.217442842004189, 48.8446186366798], [2.217389181036725, 48.8442680674665], [2.21741693318643, 48.84404340594427], [2.217403749731216, 48.84385465382065], [2.217404101826238, 48.84370186516809], [2.217295478657398, 48.843566942447204], [2.216968904464143, 48.8434677509664], [2.216846416161217, 48.843440665015834], [2.215131379617953, 48.843151321969636], [2.213960622002919, 48.84303328134522], [2.212435967859445, 48.84286093511617], [2.211496596464443, 48.842788049468275], [2.211224330354905, 48.8427607993064], [2.210856791031006, 48.84271547354387], [2.209645182039663, 48.8426063349552], [2.2091142697536092, 48.842551840607776], [2.208719480537196, 48.8425154669755], [2.207045144614795, 48.84231592630498]]]}";48.8431078245, 2.21683782457
32;D907;8168;9067;17235;8889;9646;18535;;;;;;;;;Garches;Vaucresson;Garches;Saint-Cloud;GARCHES;17235 (17);SITER;ANNUELLE;2017;365J;;966.1770620738268;"{""type"": ""LineString"", ""coordinates"": [[2.169096381807492, 48.838008337370006], [2.1688514240645542, 48.837972041007376], [2.16793958180389, 48.83785391008486], [2.167789874269178, 48.83783572197556], [2.16723191362943, 48.837754038867324], [2.166605791717543, 48.83769921925949], [2.165748035821279, 48.837697987728816], [2.164740481510265, 48.83770552240599], [2.164223075599754, 48.83771375970648], [2.162602837527473, 48.83772038536126], [2.161636280377309, 48.83768301496183], [2.161336747546339, 48.83768257296439], [2.161064473929952, 48.8376731835067], [2.158926706375517, 48.83772393076673], [2.158014333187752, 48.8377675003622], [2.157673922924242, 48.83777597601935], [2.157347189386055, 48.83776649541958], [2.157088563042376, 48.83774813014011], [2.156530558027124, 48.837684371877494], [2.155999722804453, 48.83763862744704]]}";48.8377360601, 2.16255290082
33;D907;5436;2949;8385;6518;3758;10276;395;9h-10h;509;18h-19h;254;9h-10h;226;19h-20h;Vaucresson;Province;Vaucresson;Garches;VAUCRESSON;8385 (15);SITER;ANNUELLE;2015;365J;BOUCLES;749.963416783665;"{""type"": ""LineString"", ""coordinates"": [[2.155999722804453, 48.83763862744704], [2.155536995673773, 48.8375839977334], [2.155155929065235, 48.8375384776121], [2.152896358535902, 48.837382214891576], [2.152760240022438, 48.83737301718991], [2.15265135140196, 48.83736386078457], [2.1524199908042982, 48.83733653942332], [2.1520116977440322, 48.837290967359834], [2.15116778841503, 48.83722673998765], [2.150419219803421, 48.837153667732814], [2.14998370036611, 48.837108045583044], [2.149248651302796, 48.83706195098968], [2.148554448740709, 48.837015915796265], [2.148159647099864, 48.83700630255759], [2.147928191813735, 48.837005935053256], [2.147587981586193, 48.836960455956955], [2.147302098977915, 48.836951013032916], [2.146539858280021, 48.836895870469846], [2.146158705323646, 48.83687728432522], [2.145859209348778, 48.8368678167723]]}";48.8372164042, 2.1509318753
39;D985;6262;8694;14956;6659;8810;15469;532;9h-10h;646;19h-20h;1061;9h-10h;704;19h-20h;Versailles;Ville-d'Avray;Ville-d'Avray;Versailles;VILLE-D'AVRAY;14956 (13);TOURNANT;TRIENNALE;2013;JUIN;TUBES;2805.9684245065932;"{""type"": ""LineString"", ""coordinates"": [[2.188705517342351, 48.826983470411676], [2.188666168493808, 48.826880630534724], [2.188611975095545, 48.82679068602981], [2.188571420243902, 48.82669177047528], [2.188503615896519, 48.82660180899699], [2.188462881825624, 48.82656580727513], [2.188340655644716, 48.826466789984885], [2.187797198416418, 48.82610660142905], [2.187702119621773, 48.82603458043474], [2.187553627848014, 48.82560298384682], [2.187499490852441, 48.82549506290524], [2.1869291381527622, 48.82502698334276], [2.186806917391911, 48.82492796439403], [2.186399370878461, 48.82464883022953], [2.186127761730074, 48.82443278072237], [2.185910601707548, 48.82421679954754], [2.1858020492142662, 48.82409982085393], [2.185584839689702, 48.82390181496587], [2.18531334297519, 48.82364981259231], [2.18475695789903, 48.82307388667942], [2.184580432510384, 48.822929856933214], [2.184118626799637, 48.822596718158515], [2.183765372099737, 48.82238055827001], [2.183493600786703, 48.82222741637973], [2.18334398470582, 48.82219127255122], [2.182242474826345, 48.82185729799399], [2.18056942811952, 48.82148661355747], [2.179916538729376, 48.821341949147964], [2.179657986171353, 48.82132363277007], [2.17941296323779, 48.82133229589627], [2.178609837610123, 48.82135819341785], [2.1780247074984302, 48.82131247449845], [2.17771176735337, 48.82127610511667], [2.177262774825049, 48.821221576400596], [2.175724830294451, 48.82119253914804], [2.175139648657351, 48.82116478145577], [2.17458182804927, 48.821092119059934], [2.174132840559055, 48.8210375790181], [2.172840808062634, 48.82072123277001], [2.172636846695974, 48.82065803686424], [2.172378498730381, 48.82057678931264], [2.171467672544543, 48.820233991639704], [2.170407256327722, 48.81985502514398], [2.170067398615592, 48.81972872082125], [2.169890578069807, 48.819692521231566], [2.169523355998189, 48.81961111499565], [2.169142583947389, 48.819511713354316], [2.168979433860703, 48.81945755657784], [2.167837537152204, 48.81903351374811], [2.166559615202028, 48.81859128928011], [2.166178945710055, 48.818464914840355], [2.16601577119041, 48.81841974179782], [2.165866207407905, 48.81837458814151], [2.162957049295273, 48.817354749614324], [2.162467668774992, 48.817183265135796], [2.162141457901455, 48.8170569573513], [2.161842467423826, 48.81693068792056], [2.160918378213509, 48.81652487428391], [2.159152359767952, 48.81557852955426], [2.158283091779944, 48.81507390962396], [2.157359404995511, 48.81456920241404]]}";48.8203583027, 2.17349424936
47;D913;12406;12528;24934;13033;13167;26200;1011;9h-10h;1198;19h-20h;1216;9h-10h;933;19h-20h;Rueil Malmaison;Bougival;Rueil Malmaison;Nanterre;RUEIL-MALMAISON;24934 (14);TOURNANT;ANNUELLE;2014;JUIN;TUBES;1027.8934605761838;"{""type"": ""LineString"", ""coordinates"": [[2.168335934152516, 48.8750986698914], [2.167533262712031, 48.87472904886908], [2.167111537810993, 48.87453072611435], [2.165900940688476, 48.87391785209467], [2.165152802434039, 48.87354829370989], [2.164159793216717, 48.87307052563076], [2.163493305647662, 48.872737024140406], [2.162160235588007, 48.87210595751539], [2.160079039770474, 48.871132246672474], [2.15905884659541, 48.87066338261188], [2.158582908341669, 48.87040203602052], [2.158052665145338, 48.87008668242864], [2.157059756883328, 48.86961784163125]]}";48.8723709366, 2.16269052886
50;D908;16279;15984;32263;18367;17352;35719;918;8h-9h;1302;18h-19h;1124;8h-9h;1134;18h-19h;Neuilly-sur-Seine;La Garenne Colombes;Neuilly-sur-Seine;Paris;NEUILLY-SUR-SEINE;32263 (12);TOURNANT;TRIENNALE;2012;MARS;TUBES;864.7189291815458;"{""type"": ""LineString"", ""coordinates"": [[2.275564793983175, 48.88800641156645], [2.274527271865952, 48.88854761614065], [2.272958917006161, 48.88940956180355], [2.271786034312735, 48.890047021516835], [2.270476775241619, 48.89072933020453], [2.268893713037198, 48.89231018901097], [2.267692662931671, 48.893540746427796], [2.267610775623263, 48.89362158392596]]}";48.8905291918, 2.27137475735
56;D990;5282;3219;8501;5899;3750;9649;565;9h-10h;470;19h-20h;306;9h-10h;330;19h-20h;Nanterre;RD986;Nanterre;RD991;NANTERRE;8501 (14);TOURNANT;TRIENNALE;2014;JUIN;TUBES;728.3328938724942;"{""type"": ""LineString"", ""coordinates"": [[2.185575974751093, 48.88762318284667], [2.185398516533, 48.887721817595306], [2.185111820919699, 48.887892210219476], [2.184920734198848, 48.8879908260086], [2.183965365997487, 48.88845694101484], [2.183105488527362, 48.88888722227845], [2.1823957266441862, 48.889245792846694], [2.181986245004936, 48.88945196841511], [2.181617728864156, 48.88963123304234], [2.181030878361369, 48.889900084137224], [2.180621387127482, 48.89010625394246], [2.180498537336069, 48.89016900375298], [2.180348428645055, 48.8902317167406], [2.177987413360381, 48.89127111015554], [2.177673415644372, 48.8914414487306], [2.177605047120688, 48.89151325524129]]}";48.8895981001, 2.18160155355
57;D909;20957;;20957;21379;;21379;1132;9h-10h;1400;20h-21h;;;;;Levallois-Perret;Asnières;Levallois-Perret;Paris;LEVALLOIS-PERRET;20957 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;1464.1150172718703;"{""type"": ""LineString"", ""coordinates"": [[2.300582302495016, 48.892638550325756], [2.30050048648861, 48.892692449346825], [2.29947767380009, 48.8935009820043], [2.297609310908157, 48.894902385410035], [2.296873585019714, 48.895518205309266], [2.296504458381889, 48.895926555789764], [2.295726822964274, 48.89679804607543], [2.29524934157876, 48.89730116235396], [2.295044688326697, 48.89753475746775], [2.294376157780115, 48.898280456119764], [2.293461979595627, 48.89934061153464], [2.292752454571501, 48.90014919589587], [2.292711428495643, 48.90030196162246], [2.292670294975607, 48.900580548598064], [2.292644432303445, 48.900876023485], [2.291361895894957, 48.901534036207615], [2.289726893446399, 48.90334687690071], [2.289641434375758, 48.903437299173525]]}";48.8978995721, 2.294916206
59;D909;4680;4878;9558;4836;4910;9746;361;9h-10h;314;18h-19h;293;9h-10h;384;19h-20h;Asnières;Colombes;Asnières;Levallois-Perret;ASNIERES;9558 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;1707.6853862681799;"{""type"": ""LineString"", ""coordinates"": [[2.287704078758047, 48.90505419977606], [2.287594903929034, 48.90517098705415], [2.287171937418389, 48.90553029673417], [2.286571592989047, 48.90603332282727], [2.286066714288586, 48.906491452205934], [2.286012127543237, 48.90654535158365], [2.285807450807854, 48.906725006386246], [2.285752784131065, 48.90685978925248], [2.285779899968468, 48.90701258123001], [2.285847907521218, 48.90717437818577], [2.285875130338454, 48.90721932472949], [2.286079271682234, 48.9075878829202], [2.286745915753735, 48.90903508376898], [2.286390879815441, 48.909601120633305], [2.286035827693929, 48.91017614242458], [2.285858289688671, 48.91047264030422], [2.285366637983969, 48.91129025291813], [2.284806806992817, 48.91209884516773], [2.284629299709357, 48.91235040536378], [2.284451828529384, 48.91256601744515], [2.2840421567513802, 48.9131769565903], [2.2835505988911002, 48.91385076710512], [2.283181682996248, 48.914587539312635], [2.283086028400966, 48.91478521138881], [2.282935709959864, 48.915099689042165], [2.282785427339765, 48.91537821955919], [2.282635115354954, 48.915683710740346], [2.282443827434991, 48.916052092083135], [2.281869957064858, 48.91714824623582], [2.281651319007243, 48.91757952220805], [2.28126863511334, 48.91838817580696], [2.281159359189943, 48.91855887847456], [2.281104716436041, 48.91864872234662], [2.280667858904393, 48.91909786829872]]}";48.911895593, 2.2845070615
63;D911;;21849;21849;;22896;22896;;;;;1766;9h-10h;1323;19h-20h;Paris;;Clichy;Paris;CLICHY;21849 (15);SITER;ANNUELLE;2015;365J;;1487.912112850949;"{""type"": ""LineString"", ""coordinates"": [[2.309602988616287, 48.896712114722376], [2.309521170369105, 48.89677500620117], [2.308007564637279, 48.89783513956684], [2.307625610040973, 48.89833832829224], [2.306227487913866, 48.90003069944648], [2.305961408198793, 48.90034204855515], [2.305538493268511, 48.90089015509009], [2.30533387943919, 48.90111478049827], [2.304447101873671, 48.90223793677249], [2.304365245888231, 48.90233677333591], [2.304256108249784, 48.90246256341467], [2.304092384625869, 48.90267821016086], [2.304010517349714, 48.90279502042243], [2.303519370052156, 48.903388036124895], [2.303246515232401, 48.903702509979055], [2.302919056267933, 48.90412481241637], [2.302782641009585, 48.90425958127393], [2.30252341594064, 48.90456506890624], [2.30205949515308, 48.90516707206947], [2.301827539922549, 48.905454592926425], [2.301418197903521, 48.905966737781206], [2.301186229852017, 48.90626324338741], [2.3011316473596, 48.90633512477049], [2.300463039965772, 48.90715274996571], [2.300381163849498, 48.907260570607164], [2.300149164040887, 48.907584034967684], [2.30005360115039, 48.9077637473899], [2.299958062955176, 48.90790751185918], [2.29993052517485, 48.90828496057638], [2.299929451318372, 48.9083585983887]]}";48.9022938875, 2.30445105752
