SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
1040;D50;11872;5253;17125;12602;5703;18305;895;8h-9h;868;18h-19h;388;8h-9h;510;18h-19h;Département 94;Issy-les-Moulineaux;Issy-les-Moulineaux;Département 94;MONTROUGE;17125 (10);SITER;ANNUELLE;2010;365J;TUBES;471.35954112254814;"{""type"": ""LineString"", ""coordinates"": [[2.325743485149495, 48.817530117057046], [2.326738918019583, 48.81740045806044], [2.327936610736579, 48.81728370860541], [2.328753207062605, 48.817265789572076], [2.32989644486475, 48.817220919465406], [2.330794708394923, 48.817122099806596], [2.331434377736332, 48.817059214269314], [2.331842678069945, 48.81701429206407], [2.332101265651535, 48.816996326845825]]}";48.8172523756, 2.32892108562
1060;D50;4330;5666;9996;4680;6316;10996;;;;;;;;;Département 94;Issy-les-Moulineaux;Issy-les-Moulineaux;Département 94;ISSY-LES-MOULINEAUX;9996 (17);SITER;ANNUELLE;2017;365J;;405.7777435942148;"{""type"": ""LineString"", ""coordinates"": [[2.27390356433751, 48.82789595408373], [2.274436999748413, 48.82781034960465], [2.275403659405352, 48.827676037611674], [2.275798489334924, 48.82762231449807], [2.2761252662537412, 48.82755956838487], [2.277037445317032, 48.82744318962025], [2.278208299339334, 48.82729098192522], [2.278562306324198, 48.827219254446454], [2.278734443171892, 48.82717809772007], [2.279071699546856, 48.82702183965536], [2.279185768457591, 48.82694877821213]]}";48.8275003676, 2.27656926143
1090;D53;5996;5270;11266;6521;5603;12124;420;8h-9h;594;18h-19h;343;8h-9h;454;17h-18h;Paris;Province;Province;Paris;CHAVILLE;11266 (12);TOURNANT;TRIENNALE;2012;JUIN;TUBES;1412.9623901971631;"{""type"": ""LineString"", ""coordinates"": [[2.187615744575508, 48.8087419841077], [2.187656671248777, 48.808706084238935], [2.187753034347685, 48.80831972785388], [2.187781230393132, 48.80797822525159], [2.187837569823429, 48.80731319503343], [2.187866332681827, 48.80677395965332], [2.187977381183519, 48.80601013138844], [2.1880739166589462, 48.805560858787786], [2.188115664441773, 48.80523734803407], [2.188116205680844, 48.805048603251805], [2.188171431023454, 48.80477004842231], [2.18819941532979, 48.804500447581084], [2.188227169514345, 48.80431173672541], [2.18824095594806, 48.80424883875744], [2.188268915268591, 48.80398822586972], [2.188368993813938, 48.802298629093926], [2.188206855250458, 48.80190295899703], [2.187881374250889, 48.80153404769802], [2.187691307174193, 48.80139000353649], [2.1870942662651442, 48.800832002349175], [2.186944995143913, 48.80069699622658], [2.186673457406738, 48.80049891973765], [2.186469949542088, 48.800300928512335], [2.186008489434708, 48.79991386402087], [2.18584567080934, 48.79976086236227], [2.185777801922991, 48.799706849107615], [2.185696406251979, 48.799625853702224], [2.185614984673489, 48.79955384711858], [2.185533563328705, 48.799481840476645], [2.185452116032821, 48.79941882175742], [2.185207880302539, 48.799193812426914], [2.185058591533215, 48.799067790901375], [2.184936488950813, 48.79895079189323], [2.184108567145041, 48.798275636841105], [2.183823607620947, 48.798023609112946], [2.183389370634057, 48.79764555605746], [2.182927984008723, 48.79724949108784]]}";48.8024153735, 2.18682039362
1110;D60;4456;3126;7582;4771;3329;8100;413;8h-9h;347;17h-18h;198;8h-9h;314;17h-18h;Département 94;Clamart;Clamart;Département 94;BOURG-LA-REINE;7582 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;753.0393965536565;"{""type"": ""LineString"", ""coordinates"": [[2.314194709468228, 48.77674651572608], [2.3143850887123563, 48.776773514706], [2.316492981164816, 48.776764900862865], [2.318260884562968, 48.77677417380067], [2.319212836427362, 48.776765328067185], [2.320436772253776, 48.77676549993247], [2.321919090792993, 48.7767746795453], [2.3232926192303163, 48.77677483974124], [2.3237822450221213, 48.776568168497896], [2.3242310735545972, 48.7763435147359]]}";48.7767489196, 2.31925492332
1120;D60;3463;4662;8125;3671;4939;8610;270;8h-9h;264;17h-18h;386;8h-9h;395;17h-18h;Département 94;Clamart;Clamart;Département 94;BOURG-LA-REINE;8125 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;781.6906025084088;"{""type"": ""LineString"", ""coordinates"": [[2.31377316459364, 48.77667453089664], [2.311890005309694, 48.77657076883298], [2.310170676276339, 48.77693559623823], [2.303450423893537, 48.77808323132826]]}";48.777222485, 2.30860504522
1140;D60;5229;5587;10816;5553;5713;11266;495;8h-9h;453;17h-18h;460;8h-9h;455;18h-19h;Département 94;Clamart;Clamart;Département 94;SCEAUX;10816 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;845.7915085662282;"{""type"": ""LineString"", ""coordinates"": [[2.280139520016584, 48.779108017016505], [2.280506747888598, 48.779081227582616], [2.281526807060323, 48.77901879092225], [2.281771613556048, 48.77900991737414], [2.282070792520679, 48.77902803170118], [2.282886776813774, 48.779037393590116], [2.283730025067908, 48.77898384582443], [2.284192420342019, 48.77898405183595], [2.284804424312105, 48.77897533347295], [2.286327679338548, 48.77890408699109], [2.286912525148305, 48.778850406617806], [2.287483751469343, 48.778814693165636], [2.288558063949149, 48.778896027633735], [2.28881644402998, 48.778914108202876], [2.289863503486616, 48.779058336416895], [2.290516298040388, 48.7790585931302], [2.290638704952449, 48.7790496523886], [2.291196434619664, 48.77889707147284], [2.291305257038109, 48.778870149216225], [2.291495733483225, 48.77878034196052]]}";48.7789681104, 2.28584045631
1550;D68A;4495;4524;9019;5000;5035;10035;525;8h-9h;480;18h-19h;529;8h-9h;483;17h-18h;Departement 94;Meudon;Meudon;Departement 94;CHATILLON;9019 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;354.06056941633176;"{""type"": ""LineString"", ""coordinates"": [[2.287998956369083, 48.79453511571137], [2.289554310143575, 48.795185038621874], [2.290536639119834, 48.795618286822034], [2.292228942506667, 48.79601955672253]]}";48.7953600418, 2.29008705082
1610;D71;3767;4995;8762;4195;5576;9771;262;8h-9h;488;18h-19h;780;8h-9h;368;18h-19h;Paris;Province;Province;Paris;ISSY-LES-MOULINEAUX;8762 (11);TOURNANT;TRIENNALE;2011;SEPTEMBRE;TUBES;1635.117812878946;"{""type"": ""LineString"", ""coordinates"": [[2.281788062791616, 48.824831997800835], [2.28177744988729, 48.82478512254538], [2.281764001669966, 48.82463232484926], [2.281968579246925, 48.824254936507614], [2.28228247275398, 48.82347315039786], [2.282283334995823, 48.82265526968857], [2.282161241001199, 48.82226874171983], [2.282025424129485, 48.821990059765724], [2.281767165401047, 48.82165739505132], [2.281168723313738, 48.82124368133197], [2.279387155465111, 48.81992163849589], [2.278924827729006, 48.81953494218644], [2.277456160913002, 48.818428726014744], [2.2773881722129072, 48.81837476524821], [2.27594998966043, 48.81728421027431], [2.27572918059413, 48.817142602598565], [2.275022099244302, 48.81661196006048], [2.273050537107676, 48.81510996218465], [2.272547235762924, 48.814911960379256], [2.272030218150003, 48.81480382638413], [2.27096884447492, 48.81468640209709], [2.27049277442257, 48.814488406530025], [2.27021553826036, 48.81422648972898], [2.270153957538598, 48.81415056548967], [2.270167183652643, 48.81368831261824]]}";48.8185610244, 2.27708821316
1620;D80;8390;7420;15810;9448;8088;17536;934;8h-9h;771;17h-18h;590;8h-9h;653;18h-19h;Paris;Province;Province;Paris;CLAMART;15810 (11);TOURNANT;TRIENNALE;2011;SEPTEMBRE;TUBES;1791.590942906755;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.23798250108845, 48.78482375525229], [2.236044494980162, 48.78462527354725], [2.235093164358716, 48.78460197499515]], [[2.23798250108845, 48.78482375525229], [2.23699497082406, 48.785075171259685]], [[2.23699497082406, 48.785075171259685], [2.235047953275236, 48.78463034707736]], [[2.23699497082406, 48.785075171259685], [2.237667111638782, 48.78616270425655]], [[2.252772986495931, 48.78967966393064], [2.25225465040221, 48.78950598450275], [2.249829350904654, 48.788456797145805], [2.24685579446259, 48.787280029074104], [2.245239127028618, 48.78676408966418], [2.240414954286541, 48.785393826218616], [2.23798250108845, 48.78482375525229]]]}";48.7863539958, 2.24268449079
1630;D72;3558;4434;7992;3783;4737;8520;221;8h-9h;269;17h-18h;245;9h-10h;334;18h-19h;Paris;Province;Province;Paris;CHATILLON;7992 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;500.7864441122771;"{""type"": ""LineString"", ""coordinates"": [[2.288616407238305, 48.80396342861996], [2.288711753421484, 48.80385561371785], [2.289065810035436, 48.80354118167142], [2.290386147044068, 48.80295749586477], [2.291311760740499, 48.80250846100746], [2.292332817341736, 48.80180779561362], [2.292591420028308, 48.80170003756178], [2.293653275850374, 48.80098140003096]]}";48.8024954144, 2.29113897611
1650;D72;2078;1692;3770;2314;1994;4308;136;8h-9h;189;18h-19h;190;8h-9h;155;18h-19h;Châtillon;Issy-les-Moulineaux;Issy-les-Moulineaux;Châtillon;ISSY-LES-MOULINEAUX;3770 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;1468.9690551618944;"{""type"": ""LineString"", ""coordinates"": [[2.273769106572914, 48.81734829829322], [2.2727612156871952, 48.817958926632166], [2.271957635763126, 48.81842585355714], [2.271753301610508, 48.81856954609857], [2.27104511263005, 48.818928665874104], [2.2702281802203412, 48.81917088052959], [2.269179919926995, 48.81936801883129], [2.267097254595137, 48.819564546256295], [2.266403008811553, 48.819645026961986], [2.264470816059063, 48.819284358088225], [2.263736080944902, 48.81912212906393], [2.261710347816489, 48.81759295004362], [2.261479252281378, 48.81740406094622], [2.261275286520369, 48.81727810292689], [2.260758519437222, 48.816999153089775], [2.260649747192708, 48.81692718131897], [2.260160272546215, 48.816603307496756], [2.259834026183718, 48.81634245118471], [2.259113576763109, 48.815766765959054], [2.258909649655504, 48.81562282776471], [2.258800909125678, 48.815532879178576], [2.258678586805935, 48.8154249459157], [2.258379506709082, 48.81520904166252], [2.258257076898259, 48.815173009939144], [2.257957766314965, 48.815109897435725], [2.25763126522261, 48.81502879070463]]}";48.8181654357, 2.26553164489
1680;D74;4209;3973;8182;4859;4488;9347;375;8h-9h;442;17h-18h;442;8h-9h;347;18h-19h;Département 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Département 94;BOURG-LA-REINE;8182 (17);TOURNANT;TRIENNALE;2017;NOVEMBRE;Plots;688.5305788672792;"{""type"": ""LineString"", ""coordinates"": [[2.316592411169548, 48.782397876567664], [2.3169941166667343, 48.78212184813387], [2.317579078094336, 48.78176242289319], [2.318027979523041, 48.78153779258825], [2.318708105512714, 48.781250280440105], [2.319646640262727, 48.78093583631605], [2.32068034378502, 48.78069330216251], [2.321251583468849, 48.78060349632897], [2.321564409255291, 48.78054062049892], [2.322054046234476, 48.7804418128296], [2.322924514778729, 48.78024417861048], [2.323862968567568, 48.78008249801556], [2.323944571768476, 48.78007351904283], [2.324298188405179, 48.78001962737017], [2.324583801417209, 48.779974716709184], [2.3249918168089643, 48.77992082888949]]}";48.7808481582, 2.32068267107
1730;D74A;3229;3791;7020;3521;4222;7743;211;8h-9h;286;17h-18h;372;8h-9h;289;17h-18h;Département 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Département 94;FONTENAY-AUX-ROSES;7020 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;1009.4928923793165;"{""type"": ""LineString"", ""coordinates"": [[2.297454806373371, 48.793648594379874], [2.29795844025337, 48.793253291425486], [2.298598331475746, 48.792543451665225], [2.298816124964262, 48.79235477580327], [2.299687754158101, 48.79093495611642], [2.300327859030667, 48.789847611379244], [2.300913426350534, 48.788904051993704], [2.301185739729162, 48.78851765088642], [2.301798578539508, 48.787430286882255], [2.302207047296771, 48.78681922372429], [2.302901412891043, 48.7857947914064], [2.303200875454826, 48.785444344209864]]}";48.7896412414, 2.30043316204
1830;D77;4214;9242;13456;4328;9638;13966;260;9h-10h;437;18h-19h;987;9h-10h;633;18h-19h;Paris;Province;Province;Paris;BAGNEUX;13456 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;851.512833536113;"{""type"": ""LineString"", ""coordinates"": [[2.31942154098933, 48.803342724433115], [2.319149604593058, 48.80279442718023], [2.3191224109202793, 48.802740496306214], [2.319013630979454, 48.8025427469244], [2.318741668604755, 48.80209331474408], [2.318564941550784, 48.80167085846647], [2.318483380223994, 48.80146412543578], [2.318265927685818, 48.800798990960885], [2.31792618062506, 48.79972938193399], [2.317763140933663, 48.79911818075923], [2.317477913860011, 48.797823878638475], [2.317314922074615, 48.79711380874799], [2.317136909763365, 48.7958619104115]]}";48.79968027, 2.31804105644
2000;D106;12816;13820;26636;13176;14713;27889;588;9h-10h;1208;19h-20h;1304;8h-9h;828;14h-15h;Paris;Province;Province;Paris;COLOMBES;26636 (15);TOURNANT;TRIENNALE;2015;MARS;TUBES;298.572309974346;"{""type"": ""LineString"", ""coordinates"": [[2.244368796010176, 48.930995637384264], [2.244222870523461, 48.931117709950975], [2.243894950053483, 48.93143199696566], [2.242611198537936, 48.93231170913368], [2.241627886438959, 48.9329759604042]]}";48.9320164542, 2.24302260124
2020;D109;13546;4855;18401;14132;5196;19328;782;9h-10h;1218;18h-19h;322;9h-10h;395;18h-19h;Paris;Province;Province;Paris;GENNEVILLIERS;18401 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;1086.7261571942774;"{""type"": ""LineString"", ""coordinates"": [[2.295656187279852, 48.91701897961698], [2.29561509923629, 48.91724364074019], [2.295478047193521, 48.91810634664369], [2.295464223574687, 48.91834000405717], [2.29536829991264, 48.91892412607196], [2.29532703671007, 48.91936447477477], [2.295299639375704, 48.91951724437515], [2.295231123874109, 48.919930622684], [2.295162453803488, 48.920532727770684], [2.2951350841930482, 48.92064954860582], [2.2950254862476642, 48.92126961272648], [2.294957045112068, 48.92158413342439], [2.294902175772826, 48.92197954093836], [2.294888450017973, 48.922087379975764], [2.294847194526219, 48.92250975350392], [2.294806120853463, 48.92270745241744], [2.294613932295177, 48.924253143466146], [2.294590003848198, 48.92448775945917], [2.294531633470751, 48.9248282798927], [2.294463073670092, 48.9252776033834], [2.29444927269088, 48.9254753117506], [2.294435546365114, 48.92558315068562], [2.294489842217446, 48.92589771302489], [2.2945170003639532, 48.92604151375893], [2.294598538319677, 48.92640102039133], [2.294652813499508, 48.92674254343611]]}";48.9218820587, 2.29497116809
2100;D128;3362;3217;6579;3615;3496;7111;317;9h-10h;372;19h-20h;386;9h-10h;267;18h-19h;Paris;Province;Province;Paris;FONTENAY-AUX-ROSES;6579 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;1157.1431268248639;"{""type"": ""LineString"", ""coordinates"": [[2.299261706873339, 48.79696572118468], [2.299248107999468, 48.79695672936062], [2.29912574537058, 48.79684883533426], [2.2986234590856283, 48.79537465725039], [2.298297650966345, 48.79443980791495], [2.297454806373371, 48.793648594379874], [2.296285285648569, 48.79313588839882], [2.295550970446546, 48.79278510520048], [2.294680696137216, 48.79235337811655], [2.294558317327984, 48.79229041916489], [2.293864835096849, 48.79193964008318], [2.292328334282997, 48.791157122720826], [2.29213806855152, 48.79095032902082], [2.29201584322352, 48.790716596230354], [2.29193455221865, 48.79033907116457], [2.29213898093606, 48.78988975026328], [2.292315938552266, 48.78974600995806], [2.29333671319182, 48.789063303495944], [2.293500003364408, 48.788991459059574]]}";48.7926885341, 2.29540142419
2110;D128;3728;4477;8205;4064;4885;8949;241;8h-9h;328;18h-19h;426;8h-9h;340;18h-19h;Paris;Province;Province;Paris;BAGNEUX;8205 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;890.6476876998248;"{""type"": ""LineString"", ""coordinates"": [[2.30958546159009, 48.80100406664607], [2.309503861528801, 48.800941133279814], [2.3083477952724802, 48.80019487260978], [2.308170990046691, 48.80007798837039], [2.308007770154681, 48.79999705860851], [2.307776548883819, 48.799871172797594], [2.306865193260506, 48.799520421886484], [2.306198695928057, 48.79925061806262], [2.305668212554923, 48.79905274772849], [2.305015303803854, 48.798827880047085], [2.304620863452576, 48.79865700558848], [2.304172016695585, 48.7984681381296], [2.303519172923971, 48.798162370880746], [2.303260749976396, 48.79805444440395], [2.303070334730189, 48.79797350000746], [2.300880304366097, 48.797469541943386], [2.299751362687032, 48.79711866988611], [2.299438514565122, 48.7970376810075], [2.299261706873339, 48.79696572118468]]}";48.79871987, 2.30453597061
2360;D406;4420;3783;8203;4876;4148;9024;400;8h-9h;365;18h-19h;262;8h-9h;370;18h-19h;Clamart;Sèvres;Sèvres;Clamart;SEVRES;8203 (12);TOURNANT;TRIENNALE;2012;JUIN;TUBES;899.8833051012126;"{""type"": ""LineString"", ""coordinates"": [[2.2299714029916, 48.81779336610566], [2.22980774833618, 48.81795499881175], [2.229603021147729, 48.81823343506986], [2.229520524650907, 48.818637809485956], [2.229492819728878, 48.8188714661739], [2.229451765586839, 48.81897928192847], [2.2294242839397542, 48.819105085688896], [2.229383192820978, 48.81923087735358], [2.229191209756434, 48.819922760582294], [2.229150022866926, 48.82009349107325], [2.229040895200644, 48.82021023219957], [2.228959063914653, 48.820291048355294], [2.228100365331353, 48.82087446984956], [2.227187108021237, 48.82150277350503], [2.22628749863568, 48.82210411934486], [2.225687682879656, 48.82253497191313], [2.225374236989377, 48.822714433495236], [2.225101565309899, 48.82292089502249], [2.2246381748982, 48.8231990789531], [2.22443384745079, 48.82327078811892], [2.224256819985282, 48.82330657137742], [2.224093443963675, 48.82332439206884], [2.22388931096472, 48.823306223346805], [2.22367166438917, 48.82324310258049], [2.223100185600282, 48.823078262249815], [2.222732172663596, 48.82289707496614]]}";48.8212854848, 2.22690872383
2370;D406;4699;3205;7904;5102;3428;8530;476;9h-10h;436;19h-20h;232;9h-10h;310;19h-20h;Clamart;Sèvres;Sèvres;Clamart;MEUDON;7904 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;1154.8315428673002;"{""type"": ""LineString"", ""coordinates"": [[2.236139790097352, 48.80922439361467], [2.236166116405507, 48.80968279498403], [2.236220059482052, 48.80993449901385], [2.236640274130313, 48.81077970895991], [2.2369248346431982, 48.81140909481979], [2.237100983448594, 48.811804705861505], [2.236596392117022, 48.812361525691806], [2.236541871648164, 48.812406418793444], [2.236091790953052, 48.81291834238055], [2.236023590577779, 48.812999174927235], [2.234618785975193, 48.81457083924406], [2.234277969399908, 48.814867143234565], [2.233514758124702, 48.815414736895065], [2.233446585377031, 48.81547759194211], [2.232805969385968, 48.81596237403209], [2.2325333800518132, 48.816159866258715], [2.232042744562953, 48.81650096988537], [2.231606614225087, 48.81680616956373], [2.231224935686005, 48.817102427125455], [2.230420718815488, 48.81770389138813], [2.230148370560861, 48.81777554906629], [2.2299714029916, 48.81779336610566]]}";48.8140249584, 2.23437022702
2380;D406;4658;4813;9471;5123;5178;10301;541;9h-10h;469;19h-20h;422;9h-10h;513;18h-19h;Clamart;Sèvres;Sèvres;Clamart;MEUDON;9471 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;2076.161826539647;"{""type"": ""LineString"", ""coordinates"": [[2.232270360304568, 48.79135312744664], [2.232229423609179, 48.7914160072416], [2.2321198734842422, 48.79177542933928], [2.232105002399149, 48.792404572740644], [2.232280380000161, 48.79313275053414], [2.232402142843413, 48.79346541203071], [2.232360717856049, 48.79377096589893], [2.2322648947038872, 48.79406748293666], [2.232060002983077, 48.794480747802226], [2.2320049696627122, 48.79478628881817], [2.232045310037931, 48.795020011072914], [2.2323167400556923, 48.79534381500031], [2.232547415263677, 48.79564061914207], [2.232587651088725, 48.79592826823681], [2.232519087294948, 48.79619784576717], [2.2323006035707, 48.796602110353646], [2.232163923774165, 48.796916567027196], [2.232149884792668, 48.79713226523009], [2.232244717973522, 48.797330082451175], [2.232285351599845, 48.797419997620906], [2.234318869076905, 48.801061867823115], [2.233989570242681, 48.80245470454295], [2.233921006450712, 48.80272428092156], [2.234015125500439, 48.8032905985035], [2.234055393385767, 48.803569257051], [2.234870270326488, 48.80433392713093], [2.235508634064303, 48.804918683117904], [2.235617155037073, 48.80508954480723], [2.235751820032686, 48.80580868696867], [2.235872865852047, 48.806536805577], [2.235980744168013, 48.807040215870046], [2.236021006153771, 48.807327860673816], [2.236061077595954, 48.80771437233882], [2.236100467476146, 48.80845140705406], [2.236126932566411, 48.80883790644392], [2.236139894070743, 48.809170466640346], [2.23613980720163, 48.80921540563424]]}";48.8002903707, 2.23378949315
2510;D986;5030;6996;12026;4982;6981;11963;346;9h-10h;341;18h-19h;417;9h-10h;513;20h-21h;Nanterre;Département 93;Département 93;Nanterre;ASNIERES;12026 (13);TOURNANT;TRIENNALE;2013;JANVIER;TUBES;903.6233513641978;"{""type"": ""LineString"", ""coordinates"": [[2.284432498269943, 48.93036205839739], [2.284270173802187, 48.93030624502672], [2.283561174254364, 48.93005429723127], [2.283206649761082, 48.92995528295755], [2.281802231967606, 48.929532259998304], [2.279279825973726, 48.92874022340375], [2.277261943682348, 48.92811913637069], [2.277166511355882, 48.92808314093078], [2.27649843098653, 48.927885093199016], [2.276416628641742, 48.92785809148861], [2.275366804726073, 48.927543013880644], [2.273321837432257, 48.92684096374221]]}";48.9286142933, 2.278873153
2700;D911;5855;;5855;6320;;6320;323;10h-11h;615;18h-19h;;;;;Gennevilliers;Pont d'Epinay;Pont d'Epinay;Paris;GENNEVILLIERS;5855 (15);TOURNANT;TRIENNALE;2015;JANVIER;TUBES;320.9156497904693;"{""type"": ""LineString"", ""coordinates"": [[2.2976499267007853, 48.91323610890653], [2.29748598386383, 48.91365844599746], [2.297103693625904, 48.91431437340684], [2.296721539552711, 48.91478157157392], [2.2963394140065763, 48.915203833657955], [2.29583442663752, 48.91579680599714], [2.295793490076782, 48.91583274024456]]}";48.9145911661, 2.29680900264
2740;D986;;6065;6065;0;7093;7093;0;8h-9h;0;17h-18h;412;8h-9h;617;18h-19h;Nanterre;Colombes;Colombes;Nanterre;NANTERRE;6065 (17);TOURNANT;TRIENNALE;2017;;Plots;1032.310934283949;"{""type"": ""LineString"", ""coordinates"": [[2.196194595443572, 48.89643700677516], [2.198767957249458, 48.89806495901283], [2.199553336577917, 48.89870603960542], [2.199830341247015, 48.89887696503504], [2.203683690136821, 48.90138210420334], [2.206147235857077, 48.902996566330856]]}";48.8997184941, 2.20116826707
2800;D993;22549;0;22549;26787;0;26787;2599;;2426;;0;;0;;Neuilly-sur-Seine;Nanterre;;;COURBEVOIE;22549 (15);;;2015;;BOUCLES;835.1829914049241;"{""type"": ""LineString"", ""coordinates"": [[2.245367111895152, 48.89265602183277], [2.245599256169417, 48.8924299387328], [2.245714194828076, 48.892310152640306], [2.2459438470394852, 48.8920858664929], [2.245959381911404, 48.89204909177639], [2.246060472811934, 48.89194360675338], [2.246175342903411, 48.89182831644925], [2.246449308613194, 48.8915575421772], [2.246548733340055, 48.89147273150537], [2.246727723865228, 48.891356044525295], [2.246879035863978, 48.89126706288595], [2.246917519260949, 48.891246620858965], [2.2470771941589, 48.89114510023433], [2.247255830796953, 48.891052693161484], [2.247505471007091, 48.890954435694724], [2.247659209266939, 48.89088615368051], [2.247807698899114, 48.89080344775782], [2.248083480994016, 48.89068916637037], [2.248450969444023, 48.890552076876205], [2.248676045878252, 48.89045456216673], [2.248802193870655, 48.89040768898553], [2.248917446815387, 48.89035984794546], [2.249023074005048, 48.89031734272609], [2.249175301640133, 48.89025894067325], [2.249352179370887, 48.890193499054], [2.24943170142278, 48.89016431960838], [2.249591057866289, 48.89008437847526], [2.249736867074491, 48.88999805616594], [2.249819582027598, 48.88993652109233], [2.249883153886212, 48.88987846217598], [2.250012753883317, 48.889781246341805], [2.250161496189434, 48.88968055320072], [2.250247416714895, 48.88958576229467], [2.250515648501748, 48.88933203036262], [2.250709707783944, 48.88911470590776], [2.251017329949128, 48.88849249248027], [2.2510763502199422, 48.88837145142867], [2.251386269677669, 48.88806311828009], [2.251569585638813, 48.88792846433592], [2.251829175777642, 48.88780058233971], [2.252271710588663, 48.88765855361062], [2.252750912407124, 48.88721314378221]]}";48.8899720533, 2.24911235626
2810;D993;16506;0;16506;19483;0;19483;2792;;2415;;0;;0;;Neuilly-sur-Seine;Nanterre;;;COURBEVOIE;16506 (15);;;2015;;BOUCLES;878.8749343163412;"{""type"": ""LineString"", ""coordinates"": [[2.235870337997835, 48.89393848814729], [2.235972253960801, 48.89396431994998], [2.236108303608811, 48.8939876711349], [2.236262268132131, 48.893998545756524], [2.236463952216991, 48.89401062340494], [2.236690119060933, 48.8940273543224], [2.236829081962233, 48.89403813231993], [2.237041531465324, 48.894060171247034], [2.237139528205244, 48.89407428552921], [2.237324478457745, 48.894111436775496], [2.237537936102052, 48.89415776271541], [2.237768914135452, 48.894218589180596], [2.238194641575364, 48.89429953973504], [2.238424677346603, 48.894331579794645], [2.2389857528640302, 48.894390905895904], [2.239369952878408, 48.89442032695783], [2.239647842446367, 48.89444457496876], [2.239788026177722, 48.89446525017088], [2.240058467693619, 48.89453261716313], [2.240324580977233, 48.89461614484946], [2.240619073536814, 48.894717838677934], [2.240830832006413, 48.894787530965694], [2.24092047780742, 48.89481328014551], [2.241128146974952, 48.89488294581801], [2.241387365694827, 48.894971823404575], [2.241682046419164, 48.89506092498315], [2.24175137863105, 48.895076652385285], [2.242018099497728, 48.89511881055027], [2.242193811219729, 48.89513521101299], [2.242345027055685, 48.89514785895059], [2.242501724167912, 48.895158743176566], [2.242680450908892, 48.895155377289406], [2.242852620955593, 48.89513398214035], [2.243040119391088, 48.8950902013613], [2.243216916172771, 48.89503196322177], [2.243417132834488, 48.894957684334614], [2.243603828801901, 48.894875225828], [2.243731800745112, 48.89479779171262], [2.243942541658833, 48.8946561288884], [2.243997787214464, 48.89460881325443], [2.244034068154523, 48.89455238418626], [2.244075817867576, 48.89449509077619], [2.244127089789571, 48.89443965584651], [2.244291451960486, 48.894204169308466], [2.244421222077206, 48.894002638467036], [2.24485653629047, 48.893329086990036], [2.245181312249219, 48.89284729367138], [2.245367111895152, 48.89265602183277]]}";48.8943650764, 2.24102696246
6;D920;11338;12179;23517;11410;12881;24291;647;11h-12h;918;19h-20h;1198;9h-10h;803;18h-19h;Antony;Province;Antony;Sceaux;ANTONY;23517 (13);TOURNANT;ANNUELLE;2013;NOVEMBRE;TUBES;1143.9865080725604;"{""type"": ""LineString"", ""coordinates"": [[2.308966133892011, 48.76338910917199], [2.308916642872583, 48.763298260749806], [2.308300812976988, 48.76179805104908], [2.307011105588972, 48.7585619975737], [2.306807508956861, 48.75800467959304], [2.306766776517974, 48.75791478776005], [2.306671752972088, 48.75768107113035], [2.306631031339384, 48.75757320228071], [2.306481699964094, 48.75722262563153], [2.306318817140676, 48.75680013971102], [2.306183076664975, 48.7564585536557], [2.306142358434328, 48.756350684627755], [2.306020252751897, 48.7559461851436], [2.305952394996871, 48.755757414977666], [2.305789468425571, 48.75542480949437], [2.305680911245321, 48.75510120676672], [2.305504465583141, 48.75465175063512], [2.305423029104721, 48.75444500007521], [2.305314456247983, 48.75415734912239], [2.305029433974679, 48.753438217199125]]}";48.7584227054, 2.30697371015
